id,type,title,display_entry,abstract,link,extent,date
8223580,696,Oral history interviews. Series 1. Selected Experiments: CERN-UA-001: A 4-Pi Solid Angle Detector For the SPS Used as a Proton-Antiproton Collider at a C.M. Energy of 630 GeV. 1990-1991.,American Institute of Physics. Center for History of Physics. Study of Multi-Institutional Collaborations. Phase I: High-Energy Physics. Oral history interviews. Series 1. Selected Experiments: CERN-UA-001: A 4-Pi Solid Angle Detector For the SPS Used as a Proton-Antiproton Collider at a C.M. Energy of 630 GeV. 1990-1991.,"Interviews (listed by institutional member of the collaboration and by name of individual) were conducted with: Aachen Tech Hochschule: K. Eggert; Annecy LAPP: B. Aubert, D. Linglin; Birmingham University: N. Ellis, J. Garvey; CERN: S. Cittolin, Hans Hoffmann, A. Norton; Collge de France: L. Dobrzynski; Queen Mary College: E. Eisenhandler; Saclay: A. Savoy-Navarro; University of California-Riverside: Anne Kernan (group leader); Vienna Inst. HEP: D. Dallmann. Other institutions in collaboration include: Boston University, Harvard University, Helsinki University, Imperial College, Kiel University, Madrid-Autonoma University, Madrid-JEN, Massachusetts Institute of Technology, NIKHEF, Padua University, Rome University, Rutherford Appleton Laboratory, Victoria University, University of California at Los Angeles. ",http://www.worldcat.org/oclc/79021380,11 items.,
6992965,696,"Gallinari, Adrianne, 1965-: [miscellaneous ephemeral material].","Gallinari, Adrianne, 1965-: [miscellaneous ephemeral material].","The folder may include clippings, announcements, small exhibition catalogs, and other ephemeral items. ",http://www.worldcat.org/oclc/200523904,1 folder.,
6569342,696,"‘Valerie Duclos, or, The poisoners of Bordieux’, drama in two acts.  Licence sent 30 September 1852  for performance at the Britannia Saloon 4 October 1852.  ‘Samuel Lane, Proprietor’ listed on title page.  Keywords: disguise, impersonation, French i... 30 Sep 1852","‘Valerie Duclos, or, The poisoners of Bordieux’, drama in two acts. Licence sent 30 September 1852 for performance at the Britannia Saloon 4 October 1852. ‘Samuel Lane, Proprietor’ listed on title page. Keywords: disguise, impersonation, French i...","",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-002003885&fn=search&vid=IAMS_VU2,1 item,
7147201,696,"Excertp from ""Story of an Old Town"".","Demilt, Alonzo P. Excertp from ""Story of an Old Town"".","",http://www.worldcat.org/oclc/256045388,1 p.,
7152430,696,"Dictation from Eugene Williams : Waco, 1888.","Williams, Eugene, 1855-. Dictation from Eugene Williams : Waco, 1888.","At Canfield's Branch, Henry J. Canfield (1828- ), 2 l.; at Crawford, D.M. McCain, 3 l.; at Waco, George Clark (1841- ), 1 l.; W.R. Davidson (1864- ), 2 l.; John D. Johnson (1833- ), 3 l.; William W. Kendall (1840- ), 2 l.; Ephriam Patrick Massey (1818- ), 2 l.; G.P. Mills (1841- ), 3 l.; Mary D. Sneed (1807- ), 2 p.; U. Tadlock (1832- ), 3 p.; Mattie W. Trice, 1 l.; Adolphus Wheeler (1838- ), 4 p.; Eugene Williams (1855- ), 3 l. ",http://www.worldcat.org/oclc/25973495,Originals : 1 folder.Copies : partial microfilm reel : negative (Rich. 118:2) and positive.,
7795585,696,"The Russian ballet of Serge Diaghilev [between 193- and 198-] [microform] : the William Beaumont Morris scrapbooks in the Theatre Museum, London : colour microfiche.","Morris, William Beaumont. The Russian ballet of Serge Diaghilev [between 193- and 198-] [microform] : the William Beaumont Morris scrapbooks in the Theatre Museum, London : colour microfiche.","",http://www.worldcat.org/oclc/612398628,6 v.,
6962752,696,"Monhegan Historical and Cultural Museum Association collection, 1985-2007.","Monhegan Historical and Cultural Museum Association. Monhegan Historical and Cultural Museum Association collection, 1985-2007.","Reports, minutes, and letters to association members, from 1985, its first year of activity, through early 2007. ",http://www.worldcat.org/oclc/192023134,.25 linear ft.,
6723154,696,"Letters to three different Iowa constituents. Washington DC. 1910 Mar. 8, 10, and 14.","Jamieson, William Darius, 1873-1949. Letters to three different Iowa constituents. Washington DC. 1910 Mar. 8, 10, and 14.","Expressing his belief that greater competition should exist between the telegraph companies, costs should be lower, and he will back such legislation. ",http://www.worldcat.org/oclc/122463947,3 items (3 p.),
7021883,696,3 chansons populaires / Erich Itor Kahn. [1938?],"Kahn, Erich Itor, 1905-1956. 3 chansons populaires / Erich Itor Kahn.","",http://www.worldcat.org/oclc/21913471,2 ms. scores ; 35 cm.,
6657166,696,Henry F. (Henry Francis) Grady typescript : Adventures in diplomacy 1953,"Henry F. (Henry Francis) Grady typescript : Adventures in diplomacy, 1953","Relates to American pre-World War II foreign trade and tariff policy, Allied military government in Italy during World War II, and postwar American foreign relations with India, Greece and Iran.",http://www.oac.cdlib.org/ark:/13030/kt5v19r7qr,"1 item (x, 300 p.) (1 manuscript box); (0.4 linear feet)",
6890684,696,"Letters, 1946-1979, n.d., to Lewis Mumford.","Jones-Odriozola, Guillermo. Letters, 1946-1979, n.d., to Lewis Mumford.","",http://www.worldcat.org/oclc/155870518,10 items (34 l.).,
7116071,696,"Correspondence to Johan Thorsten Sellin, 1970.","Damaška, Mirjan R., 1931-. Correspondence to Johan Thorsten Sellin, 1970.","",http://www.worldcat.org/oclc/236165674,1 item (1 leaf),
7948245,696,It's a sign of the times [music] / [arr.] Jack Westmore. 1974.,"Westmore, Jack. It's a sign of the times [music] / [arr.] Jack Westmore.","",http://www.worldcat.org/oclc/657327548,1 ms. score.,
6605750,696,"William Langford, of Ludlow: Will: 1551.Wills of individuals to A.D. 1600: W. Langford, of Ludlow: 1551.County of Salop: Deeds relating to lands in: tempp.Hen. III.-Eliz. Unspecified","William Langford, of Ludlow: Will: 1551.Wills of individuals to A.D. 1600: W. Langford, of Ludlow: 1551.County of Salop: Deeds relating to lands in: tempp.Hen. III.-Eliz.","",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-002155014&fn=search&vid=IAMS_VU2,1 item,
8358603,696,[Cantatas. 18th century],Bibliothèque nationale (France). [Cantatas.,"",http://www.worldcat.org/oclc/9888372,81 ℓ.,
7263288,696,"[Birth, death, and marriage records of the Bigelow family].","[Birth, death, and marriage records of the Bigelow family].","",http://www.worldcat.org/oclc/28627889,,
8030114,696,Artist file : miscellaneous uncataloged material.,"Saucedo, Christopher, 1964-. Artist file : miscellaneous uncataloged material.","",http://www.worldcat.org/oclc/703257801,1 folder,
7977813,696,"Faust [Multimédia multisupport] / Gounod, comp. ; Orchestre symphonique de Londres ; Alfred Scholz, dir.","Gounod, Charles, 1818-1893. Faust [Multimédia multisupport] / Gounod, comp. ; Orchestre symphonique de Londres ; Alfred Scholz, dir.","",http://www.worldcat.org/oclc/690758324,,
6862571,696,"Dr. Atomic: performance program and supplemental materials, 2005 October 16 and 18.","Adams, John, 1947-. Dr. Atomic: performance program and supplemental materials, 2005 October 16 and 18.","Includes the program from the October 16, 2005 performance of ""Dr. Atomic,"" by the San Fransisco Opera. Also included is an article about the performance from the New York Times, and notes from a pre-performance talk given by Wolfgang K.H. Panofsky. ",http://www.worldcat.org/oclc/154305844,1 folder.,
6821043,696,"Papers, 1882-1947.","Collins, George E., 1870-1946. Papers, 1882-1947.","Collection mainly concerns mining operations in Colorado: correspondence, financial and tax records, legal records, employee relations, federal and state regulations, some biographical information and personal mementos. Also material about other members of the Collins family, in particular his brother, Arthur L. Collins (1868-1902). ",http://www.worldcat.org/oclc/13507734,"6 linear ft. (6 boxes), 7 oversize ledgers, 3 oversize folios, 1 oversize box, 12 oversize folders, 1 photobox.",
6784364,696,The Spains and the War between the States. 1986.,"Spain, Robert E. The Spains and the War between the States.",These notes detail the author's search for ancestors having served as Confederate soldiers. ,http://www.worldcat.org/oclc/122601412,"[5], 76 p.",
6860766,696,"First Presbyterian Church records, 1843-1980 1873-1980 (bulk dates).","First Presbyterian Church (Flemingsburg, Ky.). First Presbyterian Church records, 1843-1980 1873-1980 (bulk dates).","These are the microfilmed records of the First Presbyterian Church, Flemingsburg, Ky. (1843-1980) ",http://www.worldcat.org/oclc/15353370,1F87M-826 1 Reel of microfilm (partial)1F86M-797 1 Reel of microfilm (partial),
6614465,696,"Windsor, Staines and South-Western Railway ('Act No. 2').Windsor, Staines and South-Western Railway: Seals: n.d. Unspecified","Windsor, Staines and South-Western Railway ('Act No. 2').Windsor, Staines and South-Western Railway: Seals: n.d.","",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-002225568&fn=search&vid=IAMS_VU2,1 item,
8348632,696,"Reminiscences of Manuel Fossa : oral history, 1971.","Fossa, Manuel. Reminiscences of Manuel Fossa : oral history, 1971.","Early socialist interests, union activity; effects of worldwide Depression of 1930s on Argentina: political strife, foreign exploitation, corruption; Federation of Construction Unions: organization, industrial rather than craft unions, European immigrants after World War II, communist influence, political alliances; rise of Peronism; formation of Labor Party, 1945, its dissolution by Peron; deputy to provincial legislature, 1946-1948. ",http://www.worldcat.org/oclc/86158354,Transcript: 61 leaves.,
7600684,696,"James E. Wadsworth papers, 1909-1995 [manuscript].","Wadsworth, James E. (James Edgar), 1909-1995. James E. Wadsworth papers, 1909-1995 [manuscript].","Papers, 1942-1945, relating to the United States Navy Pre-Flight School in Chapel Hill, N.C.; papers, 1946-1973, relating to student housing at the University of North Carolina; files, 1957-1976, relating to Morehead Planetarium; papers, 1954-1970, relating to WUNC-TV; and photographs, chiefly of people and places at the University of North Carolina. Included are memoranda about housing policy; correspondence about student housing; information about the histories of dormitories and housing at the University; scripts for shows at Morehead Planetarium; and materials relating to ""Science and Nature,"" a WUNC-TV show coordinated and moderated by Wadsworth for junior high and senior high school students. Also included are photographs of people at the United States Navy Pre-Flight School in Chapel Hill, of dormitories at the University of North Carolina in the 1950s and 1960s, of people at Morehead Planetarium, and of Wadsworth and others on the ""Science and Nature"" set. ",http://www.worldcat.org/oclc/48955944,1000 items (2.0 linear ft.).,
7961968,696,"Tall case brass dial clock, ca. 1754-1775.","Huston, William, ca. 1730-1810. Tall case brass dial clock, ca. 1754-1775.","Walnut tall-case clock. The hood has a molded cornice, a molded arch above the door, fluted columns at the front corners, and a glazed door with an astragal top. Waist with ogee molding at the top and a case door with an astragal top. Base with ogee molding at the top, an applied base panel with concave top corners, ogee molding at the bottom, and ogee bracket feet. Composite brass dial with applied chapter ring with roman hour numerals and arabic minute numerals, applied cast ornament in the spandrels, a moon phase dial in the lunette, and the inscription ""William Huston Philadelphia"" in the lunette arch. Inside the chapter ring there is a seconds dial, a calendar aperture and engraved ornament. Eight day movement. ",http://www.worldcat.org/oclc/668310296,,
6485002,696,"Records of the Bureau of Naval Personnel. 1798 - 2007. Logbooks of U.S. Navy Ships and Stations. 1941 - 1978. Logbook of the USS PT-109. 4/1/1943 - 6/30/1943. PT-109 Logbook Entry May 19, 1943","Records of the Bureau of Naval Personnel. 1798 - 2007. Logbooks of U.S. Navy Ships and Stations. 1941 - 1978. Logbook of the USS PT-109. 4/1/1943 - 6/30/1943. PT-109 Logbook Entry May 19, 1943",,https://catalog.archives.gov/id/5897746,,
6860147,696,"ALS, 1767 November 8 : Annapolis, to James Christie.","Jenifer, Daniel of St. Thomas, 1723-1790. ALS, 1767 November 8 : Annapolis, to James Christie.","Jenifer (a signer of the Constitution) here writes to Mr. Christie that he (Jenifer) is unable to contribute to pay off Mr. Christie's debts, and says he has encouraged Christie's brother to sue their debtors. ",http://www.worldcat.org/oclc/15262842,1 p. ; 22 x 18 cm.,
6372794,696,William H. Steiwer letters 1942-1943,"William H. Steiwer letters, 1942-1943","Collection includes: Typescript correspondence, 1942-1943, regarding his campaign for presidency of the Oregon Senate; Manuscript notes, 1942-1943, regarding committee assignments.  William H. Steiwer (1896-1972) was a member of the prominent Steiwer family of Fossil, Oregon.",http://nwda.orbiscascade.org/ark:/80444/xv48529,.04 cubic feet (2 folders),
8165337,696,Concerto pour orgue n °2 en si bémol majeur [Multimédia multisupport] : a tempo ordinario e staccato : allegro-adagio e staccato.,"Händel, Georg Friedrich, 1685-1759. Concerto pour orgue n °2 en si bémol majeur [Multimédia multisupport] : a tempo ordinario e staccato : allegro-adagio e staccato.","",http://www.worldcat.org/oclc/766125705,,
7265053,696,"General file, 1964- continuing, 1964-1990.","Olson Library. General file, 1964- continuing, 1964-1990.",Constitutes the main subject and correspondence of the Dean for Academic Information Services and of Olson Library. ,http://www.worldcat.org/oclc/28816672,4.5 ln. ft. (3 cartons) of unprocessed records.,
6655248,696,Innokentii Stefanovich Petelin papers 1905-1948,"Innokentii Stefanovich Petelin papers, 1905-1948","Correspondence, reports, and personal documents, relating primarily to the Chinese Eastern Railway.",http://www.oac.cdlib.org/ark:/13030/kt4870343v,1 folder; (0.1 linear feet),
6635896,696,Edward M. Hodges Farm Papers 1953-2000,"Edward M. Hodges Farm Papers, 1953-2000","Edward M. Hodges, an alumnus of North Carolina State University, farmed from 1952 until he retired for health reasons and sold the farm in 2000. He began farming with his father, James Edward Hodges, when he returned from the Korean War. At that time the farm was known as the Green Meadows Farm. The farm was located on the south side of North Carolina Highway 33 about 7 miles east of Chocowinity toward Aurora (what is known as the Hodges Stretch). The farm was originally a portion of the William Augustus Blount plantation, Meadowville. During the 1940s, before Ed joined the farming operation, his father raised turkeys on the farm and had a contract to supply turkeys to North Carolina State College. This collection contains the income, expense, and tax records of the Edward M. Hodges Farm from 1953 to 2000 with a few items related to soil and water conservation and four acreage maps of the farm.",http://www.lib.ncsu.edu/findingaids/mc00481,"6.75 Linear feet, 13 archival boxes and 1 flatfolder",
6419162,696,"Carter White House Photographs Collection. 1/20/1977 - 1/22/1981. Carter White House Photographs: Presidential. 1/20/1977 - 1/22/1981. Jimmy Carter, Rosalynn Carter - Congressional Ball","Carter White House Photographs Collection. 1/20/1977 - 1/22/1981. Carter White House Photographs: Presidential. 1/20/1977 - 1/22/1981. Jimmy Carter, Rosalynn Carter - Congressional Ball",,https://catalog.archives.gov/id/182746,,
8332538,696,"Papers, 1777-1822.","Nichols, John, 1745-1826. Papers, 1777-1822.","This collection consists of three letters by Nichols, ten letters addressed to him, and two accounts relating to his printing of Samuel Johnson's Lives of the English Poets. Prominent correspondents include George Steevens and Thomas Warton. All of the letters relate to Nichols's publishing career. ",http://www.worldcat.org/oclc/85213345,1 box (.5 linear ft.),
6872791,696,"Audio collection, 1961-1976.","Pratt Institute. Audio collection, 1961-1976.","Audio tape recordings of speeches, seminars, lectures, radio broadcasts, and events at Pratt Institute.  Collection includes the Visiting Scholar series (23 reels), Founder's Day addresses (9 reels), commencement addresses (12 reels), radio series, WOR Radio (12 reels), and music performances, including the ""Pratt Anthem"" composed by Virgil Thomson (9 reels). ",http://www.worldcat.org/oclc/155456389,4 linear ft.,
7180371,696,"Autograph letters (2) signed : to J.E. Millais, 1886 Jan. 11 and [no year] Dec. 20.","Hodgson, J. E. (John Evan), 1831-1895. Autograph letters (2) signed : to J.E. Millais, 1886 Jan. 11 and [no year] Dec. 20.","",http://www.worldcat.org/oclc/270474821,2 items (5 p.) ; (12mo) + with one envelope.,
6686222,696,"Letter, 1866 February 19.","Tuckerman, Henry T. (Henry Theodore), 1813-1871. Letter, 1866 February 19.","Letter to William L. Stone regarding Stone's book ""Life of Johnson"" and his father's book "" Life of Red Jacket."" ",http://www.worldcat.org/oclc/122346570,1 page.,
8043925,696,"[Player File : Stone, Charles Richard, 1945- / compiled by the National Baseball Hall of Fame Library, Cooperstown, N.Y.]","[Player File : Stone, Charles Richard, 1945- / compiled by the National Baseball Hall of Fame Library, Cooperstown, N.Y.]","Player file includes material documenting his baseball career and personal life.  These items may include newspaper and magazine articles, biographical material, press releases, copies of original documents, and other sundry items.  Some player files may not contain any material due to the brevity of his career and/or the time period which he played.  File contents: folder 1 (1945- ). ",http://www.worldcat.org/oclc/70876210,1 folder.,
8356324,696,"[Pew rent records, 1909-1916] / Honey Brook Presbyterian Church.","Presbyterian Church (Honey Brook, Pa.). Trustees. [Pew rent records, 1909-1916] / Honey Brook Presbyterian Church.","",http://www.worldcat.org/oclc/9331052,1 v. ; 33 cm.,
7320074,696,"Christening memorabilia, 1910.","South Carolina (Battleship). Christening memorabilia, 1910.","Includes commemorative album containing 4 photographs of ship's christening, 1 Mar. 1910, Philadelphia, Pa., by Miss Frederica Ansel, daughter of South Carolina governor Martin F. Ansel; and printed invitations, 12 Apr. 1910, addressed to the Hon. and Mrs. M[endel] L[afayette] Smith, of Camden, S.C., to attend ceremonies re presentation of the silver service to the ship, and a reception at the Charleston Hotel. ",http://www.worldcat.org/oclc/31523252,5 items and 1 v.,
7371853,696,Extra- and intra-mural care of mentally deficient in the state of Delaware / M.A. Tarumianz. [1944],"Tarumianz, M. A. Extra- and intra-mural care of mentally deficient in the state of Delaware / M.A. Tarumianz.","",http://www.worldcat.org/oclc/35308893,5 leaves ; 28 cm.,
6892583,696,"Letters, 1949-1962, to Lewis Mumford.","United Nations. Letters, 1949-1962, to Lewis Mumford.",Correspondence to Lewis Mumford from various members of the United Nations. ,http://www.worldcat.org/oclc/155877010,8 items (10 l.).,
6323791,696,"MS 6456, Sill, Sterling Welling 1903-1994. Sterling W. Sill radio messages 1960-1977","MS 6456, Sill, Sterling Welling 1903-1994. Sterling W. Sill radio messages 1960-1977",,http://churchhistorycatalog.lds.org/primo_library/libweb/static_htmls/custom/registers/register_116949.htm,,
7267438,696,"Family papers, 1838-1898.","Morton, John Watson. Family papers, 1838-1898.","Consists of papers relating to John W. Morton, Tennessee Secretary of State, 1901-1909, and his family. Includes two photographs of John W. Morton, undated; a photograph of Morton in the Secretary of State's office, undated; a photograph of John Shearer in his Confederate room, undated; biographical sketches of John W. Morton and his mother, Annie Payne Humphreys Morton; a typed transcript of a letter from West H. Humphreys to his daughters, 1862; ten admission cards to medical lectures at the University of Pennsylvania and Transylvania University, 1838-1839, belonging to Morton's father, Dr. John W. Morton; a roster for the 4th Tennessee Regiment during the Spanish-American War; a photograph of cavalry officers, Spanish-American War; and a poem about Morton by James R. Randall. ",http://www.worldcat.org/oclc/28980065,ca. 20 items (2 folders),
7997320,696,"Hudson/Billigsley interview [videorecording] / [Indiana University], Afro-American Studies. 1979","Billingsley, Andrew. Hudson/Billigsley interview [videorecording] / [Indiana University], Afro-American Studies.","An interview with Dr. Andrew Billingsley, President of Morgan State University (Baltimore, MD) and Dr. Herman Hudson, Dean of Afro-American Affairs, Indiana University (Bloomington, IN). ",http://www.worldcat.org/oclc/695596245,"1 videocassette (ca. 32 min.) : sd., col. 1/2 in.",
6813819,696,"Financial journal, November 1, 1907 - August 1, 1909.","McCorvey, Gessner T., 1882-1965. Financial journal, November 1, 1907 - August 1, 1909.",Handwritten financial journal recording household and business transactions of Gessner T. McCorvey. ,http://www.worldcat.org/oclc/123439925,1 v.,
6961909,696,"Papers, 1917-1922.","Buck, Albert H., 1842-1922. Papers, 1917-1922.","This collection is comprised of manuscript drafts of portions of Albert H. Buck's, THE DAWN OF MODERN MEDICINE, along with his notes and correspondence relating to his research and writing of the book. ",http://www.worldcat.org/oclc/191917686,1 cubic ft.,
6282619,696,Cyril Wright: Correspondence and lecture notes 20th century,"Cyril Wright: Correspondence and lecture notes, 20th century","",http://archiveshub.ac.uk/data/gb12-mss.add.8281-8282,3 box-files and 1 folder,
7152902,696,"[Articles, book reviews, etc.]. 1987-","Donahue, Patricia, 1953-. [Articles, book reviews, etc.].","",http://www.worldcat.org/oclc/26000261,v.,
7845397,696,"Manulife - National Pension Plan corresp., RRSP info, Manulife insurance forms, general corresp., 1979-84. 1979-84.","P.A.C.T. Manulife - National Pension Plan corresp., RRSP info, Manulife insurance forms, general corresp., 1979-84.","",http://www.worldcat.org/oclc/626538342,1 box.,
6997220,696,"Interview with the honorable Robert Gillespie : chief justice, Mississippi Supreme Court / interviewer: Orley B. Caudill. c1974.","Gillespie, Robert (Robert Gill), 1903-. Interview with the honorable Robert Gillespie : chief justice, Mississippi Supreme Court / interviewer: Orley B. Caudill.","",http://www.worldcat.org/oclc/20271970,"xvi, 72 leaves ; 28 cm.",
7460993,696,"Ned Collie portrait, [undated]. [undated]","Jones Studio (Boulder, Colo.) (Photographer). Ned Collie portrait, [undated].",A portrait of Ned Collie. ,http://www.worldcat.org/oclc/427317601,1 photograph.,
6561773,696,Bainbridge Papers. Vol. lxiii. (ff. ). Camera script of 'Tiptoe through the Tulips'; 1976. Typewritten. The final folio contains a cast list and credits. 'Tiptoe' was broadcast on BBC1's 'Play for the Day' in 1976. The play was written by Bainbridge ... 1976,"Bainbridge Papers. Vol. lxiii. (ff. ). Camera script of 'Tiptoe through the Tulips'; 1976. Typewritten. The final folio contains a cast list and credits. 'Tiptoe' was broadcast on BBC1's 'Play for the Day' in 1976. The play was written by Bainbridge ..., 1976","",http://searcharchives.bl.uk/primo_library/libweb/action/search.do?srt=rank&ct=search&mode=Basic&indx=1&vl(freeText0)=040-001977906&fn=search&vid=IAMS_VU2,1 item,
7266292,696,"Teeter family papers, 1868-1992.","Teeters family. Teeter family papers, 1868-1992.","The Teeter family collection consists of family history and genealogical data, personal correspondence among family members, business and financial records, family deeds and wills, manuscripts written for university credit and for publication, photographs, and clippings concerning southern Illinois history, Carbondale growth and development, and Southern Illinois University. The Teeter family contributed, mainly through the presence of Lillian Teeter, to the culture and history of Carbondale. Lillian Teeter was the focus of a book about Carbondale entitled Miss Lillian's Town and kept a great deal of correspondence and family artifacts that lend a unique perspective of the history of Carbondale, from the point of view of a family spanning from the end of the 19th century to her death in 1977. This collection also contains family artifacts, including a small coffee pot that may be from either the Spanish American War, or H.H. Teeter's famous filter invention. Special files in the Teeter Family collection include letters concerning the planning of the East St. Louis High School 50-year class reunion in 1973 which was filmed by Darren McGavin and issued as a movie titled ""American Reunion"". Also of interest is a journal containing the records of the Carbondale Civic and Charity Club, predecessor of the Carbondale Women's Club, from 1907 through 1913. ",http://www.worldcat.org/oclc/288946592,22.00 boxes.,
7401607,696,"Records, 1951-1960.","Jamestown Friends Meeting (Jamestown, N.Y.). Records, 1951-1960.","Records of Jamestown Friends Meeting, 1951-1960. Includes: Minutes, history, and births & deaths, 1951-1960. ",http://www.worldcat.org/oclc/38283550,1 v. ; .17 linear ft.,
8105218,696,"Ranger Spacecraft Specifications : draft memo to Distribution, 1962 Aug 28.","Burke, James D., 1925-. Ranger Spacecraft Specifications : draft memo to Distribution, 1962 Aug 28.","",http://www.worldcat.org/oclc/733097814,2 pages.,
7489776,696,"Stock record, Seattle Chamber of Commerce. 1890.","Seattle Chamber of Commerce. Stock record, Seattle Chamber of Commerce.","",http://www.worldcat.org/oclc/42929920,1 v. ; 35 cm.,
7359919,696,"Esther Boise Van Deman papers, ca. 1870-1936.","Van Deman, Esther Boise, 1862-1937. Esther Boise Van Deman papers, ca. 1870-1936.","Notes on lectures of Herbert F. DeCou in classical archaeology given in Rome, 1901-1902; and photographs. ",http://www.worldcat.org/oclc/34419302,1 v. and 3 envelopes.,
6422559,696,"Records of the White House Photograph Office. 1/20/1989 - 1/20/1993. George H. W. Bush Presidential Photographs. 1/20/1989 - 1/20/1993. President Bush addresses the Middle East Peace Conference at the Royal Palace in Madrid, Spain","Records of the White House Photograph Office. 1/20/1989 - 1/20/1993. George H. W. Bush Presidential Photographs. 1/20/1989 - 1/20/1993. President Bush addresses the Middle East Peace Conference at the Royal Palace in Madrid, Spain",,https://catalog.archives.gov/id/186439,,
6825900,696,"[Treasurer's records, 1940-1963] / Missionary Society of the First Presbyterian Church, Asbury, New Jersey.","First Presbyterian Church (Asbury, N.J.). Missionary Society. [Treasurer's records, 1940-1963] / Missionary Society of the First Presbyterian Church, Asbury, New Jersey.","",http://www.worldcat.org/oclc/14352985,1 v. ; 23 cm.,
7470575,696,"Oral history interview with Maude Schofield, [sound recording] / interviewed by Judy Reich, 1975. 1975.","Schofield, Maude,. Oral history interview with Maude Schofield, [sound recording] / interviewed by Judy Reich, 1975.","A transcription of the interview is available, as well as supplemental material. ",http://www.worldcat.org/oclc/427374289,1 sound cassette.,
7677817,696,"Bible record for the Albert H. Macomber family, 1851-1893.","Bible record for the Albert H. Macomber family, 1851-1893.","Original bible record (without title page) with entries for the Albert H. and Jennie A. (Watts) Macomber family of Newton Center, MA. ",http://www.worldcat.org/oclc/54403688,[3] p. ; 31 cm.,
8316439,696,"Place, David : [photography bio file].","Place, David. Place, David : [photography bio file].","",http://www.worldcat.org/oclc/84219626,1 folder,
7737158,696,An approach to budgetary control in the electric power industry. 1958.,"Matin, Fereidoon. An approach to budgetary control in the electric power industry.","",http://www.worldcat.org/oclc/56168123,1 v.,
7471411,696,Roger Van Cleve photograph collection. [188-]-[192-].,"Van Cleve, Roger D.,. Roger Van Cleve photograph collection.",Portrait photographs of friends and relatives of the Harris family of Boulder. ,http://www.worldcat.org/oclc/427377173,23 photographs (11 envelopes in 1 box),
8293685,696,Records.,Institution of Electrical Engineers. Records.,"Council minutes, minutes of all boards and committees, Annual General Meetings and Special General Meetings; correspondence files; membership application forms dating from 1871; and plans and photographs of the IEE buildings taken at various times. ",http://www.worldcat.org/oclc/83017631,,
7723175,696,An analysis of 30 cases and consideration of social treatment at psychiatric institute with the purpose of weighing the value and relative efficacy of statistical methods of reflecting case work activity. 1941.,"Knauth, Audrey. An analysis of 30 cases and consideration of social treatment at psychiatric institute with the purpose of weighing the value and relative efficacy of statistical methods of reflecting case work activity.","",http://www.worldcat.org/oclc/56149767,1 v.,
6317631,696,Souvenir collection of costume designs 1959-1969,"Souvenir collection of costume designs, 1959-1969","Canadian theater festival specializing in productions of Shakespeare. Consists of 28 costume designs, all color prints, from a variety of productions, Shakespearean and non. The drawings are identified with the name and date of production, the designers, the characters, and the actors who wore the costumes. Designers with three or more designs are Robert Fletcher, Desmond Heeley, Leslie Hurry, Brian Jackson, Tanya Moiseiwitsch and Robert Prevost.",http://archives.nypl.org/the/21373,1 portfolio (28 designs),
6501096,696,Records of the White House Office of Public Liaison (Reagan Administration). 1/20/1981 - 1/20/1989. Elizabeth H. Dole's Chronological Files from Charlotte Ellis,Records of the White House Office of Public Liaison (Reagan Administration). 1/20/1981 - 1/20/1989. Elizabeth H. Dole's Chronological Files from Charlotte Ellis,,https://catalog.archives.gov/id/7479893,,
6375563,696,Seth Lewelling  papers 1860-1937,"Seth Lewelling papers, 1860-1937","Papers of an Oregon pioneer nurseryman  dating from the late 19th century and containing business correspondence,  letterpress copy book, account books and financial records, and daily diaries  with business-related entries. Also includes correspondence and legal documents  from Lewelling's stepdaughter, Florence Olson.",http://nwda.orbiscascade.org/ark:/80444/xv63282,"1.5 cubic feet (3 document  cases, 2 card file boxes)",
6916147,696,"Name of family, Elam. Loose-leaf papers in possession of John Jesse Elam, Dallas, Texas. Copied in June, 1934, in Dallas, Texas, by Marion A. Horton ... Copied from Maion Horton's copy by Lillian Prewitt Goodnight. (Mrs. Clifton Shealey). [1954]","Horton, Marion A.,. Name of family, Elam. Loose-leaf papers in possession of John Jesse Elam, Dallas, Texas. Copied in June, 1934, in Dallas, Texas, by Marion A. Horton ... Copied from Maion Horton's copy by Lillian Prewitt Goodnight. (Mrs. Clifton Shealey).","",http://www.worldcat.org/oclc/16989723,22 typewritten p.,
6309050,696,Staff Correspondence 1905-1907,"Staff Correspondence, 1905-1907","",http://archives.library.illinois.edu/archon/?p=collections/controlcard&id=5351,0.30,
7035740,696,Wynn/Honeysett family [manuscript] : the Australian generations / Thomas John Wynn. 1999.,"Wynn, Thomas John, 1958-. Wynn/Honeysett family [manuscript] : the Australian generations / Thomas John Wynn.","",http://www.worldcat.org/oclc/222685538,"57, [3] p. : ill., geneal. tables, maps, ports.",
