CPF-Source-ID	Related-ID	CPF-Type	NameEntry	Date	"Date Type"	Subject	Place	Occupation	Activity	BiogHist	Citation	Citation-URL	Citation-FoundData
8523-Archives_Orn60.r002		corporateBody	"France (Schooner)"								"Whitney South Sea Expedition of the American Museum of Natural History Collection, 1920-2007 (Department of Ornithology Archives)"		"France (Schooner)"
9196-Archives_Orn55.c01		person	"Hittell, Carlos J., 1861-1938"	1861	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Carlos Hittell ""Field Study for Los Banos, California Group"" painting, undated (Department of Ornithology Archives)"		"Hittell, Carlos J., 1861-1938"
				1938	Death								
9355-Archives_Orn186.c01		person	"Foster, Lyman Spalding"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"L. S. Foster journal, circa 1901 (Department of Ornithology Archives)"		"Foster, Lyman Spalding"
9167-Archives_Orn17.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Catalogue of birds in exhibition collection, 1883-1994 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
						"Birds -- Exhibitions"							
9167-Archives_Orn17.r001		corporateBody	"American Museum of Natural History"								"Catalogue of birds in exhibition collection, 1883-1994 (Department of Ornithology Archives)"		"American Museum of Natural History -- Catalogs"
9366-Archives_Orn214.c01	nr94002988	person	"Bulmer, Ralph, 1928-1988"	1928	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Bulmer collection, 1951-1965 (Department of Ornithology Archives)"		"Bulmer, Ralph, 1928-1988"
				1988	Death								
9272-Archives_Orn93.c01	n86016535	person	"Rowley, J. Stuart"			Birds			"American Museum of Natural History. Department of Ornithology. Archives."		"J. Stuart Rowley collection, 1960s (Department of Ornithology Archives)"		"Rowley, J. Stuart"
9195-Archives_Orn54.c01	n79129037	person	"Seton, Ernest Thompson, 1860-1946"	1860	Birth	"Birds -- Pictorial works"			"American Museum of Natural History. Department of Ornithology. Archives."		"Ernest Thompson Seton Paintings collection, circa 1890-1900 (Department of Ornithology Archives)"		"Seton, Ernest Thompson, 1860-1946"
				1946	Death								
9243-Archives_Orn58.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology unframed prints collection, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9241-Archives_Orn85.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Peruvian Expedition field catalog, 1915 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9365-Archives_Orn213.c01	n90706610	person	"Buller, Walter Lawry, Sir, 1838-1906"	1838	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Buller collection, New Zealand, undated (Department of Ornithology Archives)"		"Buller, Walter Lawry, Sir, 1838-1906"
				1906	Death								
9168-Archives_Orn18.c01	n82218434	person	"Rothschild, Lionel Walter Rothschild, Baron, 1868-1937"	1868	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Catalogue of birds in study collection, 1870s-2011 (Department of Ornithology Archives)"		"Rothschild, Lionel Walter Rothschild, Baron, 1868-1937"
				1937	Death								
9168-Archives_Orn18.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Catalogue of birds in study collection, 1870s-2011 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9168-Archives_Orn18.r001		corporateBody	"American Museum of Natural History"								"Catalogue of birds in study collection, 1870s-2011 (Department of Ornithology Archives)"		"American Museum of Natural History -- Catalogs"
9242-Archives_Orn57.c01	no2010040236	person	"Nichols, John Hobart, 1869-1962"	1869	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Hobart Nichols ""Study for Loon Group, Lake Lumbago"", undated (Department of Ornithology Archives)"		"Nichols, John Hobart, 1869-1962"
				1962	Death								
9323-Archives_Orn129.c01		person	"Herrick, Harold"						"American Museum of Natural History. Department of Ornithology. Archives."		"Harold Herrick diary, 1869-1933, 1990 (Department of Ornithology Archives)"		"Herrick, Harold"
9323-Archives_Orn129.r001	no2001054959	person	"Lawrence, George N. (George Newbold), 1806-1895"	1806	Birth						"Harold Herrick diary, 1869-1933, 1990 (Department of Ornithology Archives)"		"Lawrence, George N. (George Newbold), 1806-1895"
				1895	Death								
9367-Archives_Orn198.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Askoy Expedition collection, 1940s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9367-Archives_Orn198.r001		corporateBody	"Askoy Expedition, 1941-1945"								"Askoy Expedition collection, 1940s (Department of Ornithology Archives)"		"Askoy Expedition (1941-1945)"
9178-Archives_Orn30.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology Accession Records, Gifts and Purchases, 1920s-1990s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9178-Archives_Orn30.r001		corporateBody	"Whitney South Sea Expedition of the American Museum of Natural History, 1920-1941"								"Department of Ornithology Accession Records, Gifts and Purchases, 1920s-1990s (Department of Ornithology Archives)"		"Whitney South Sea Expedition of the American Museum of Natural History (1920-1941)"
9322-Archives_Orn128.c01		person	"Helme, Arthur H."						"American Museum of Natural History. Department of Ornithology. Archives."		"Arthur H. Helme collection, 1902-1930 (Department of Ornithology Archives)"		"Helme, Arthur H."
9271-Archives_Orn92.c01	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Rothschild collection - Godeffroy Queensland Collectors, 1959 (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death								
9271-Archives_Orn92.c02		person	"O'Brien, Charles E."						"American Museum of Natural History. Department of Ornithology. Archives."		"Rothschild collection - Godeffroy Queensland Collectors, 1959 (Department of Ornithology Archives)"		"O'Brien, Charles E."
9175-Archives_Orn26.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Chapman Fellows and Grant Recipients Paper files, 1959-2003 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9262-Archives_Orn81.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Phipps-Bradley Expedition catalog, 1933 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9262-Archives_Orn81.r001		corporateBody	"Phipps-Bradley Expedition, 1932-1933"								"Phipps-Bradley Expedition catalog, 1933 (Department of Ornithology Archives)"		"Phipps-Bradley Expedition (1932-1933)"
9353-Archives_Orn184.c01		corporateBody	"Faunthorpe-Vernay Expedition of the American Museum of Natural History, 1922-1923"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Faunthorpe-Vernay Expedition collection, 1923-1924 (Department of Ornithology Archives)"		"Faunthorpe-Vernay Expedition of the American Museum of Natural History (1922-1923)"
9353-Archives_Orn184.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Faunthorpe-Vernay Expedition collection, 1923-1924 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9253-Archives_Orn72.c01	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Rollo Beck Expedition to New Guinea collection, 1928-1929 (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death								
9253-Archives_Orn72.c02	n50030154	person	"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"	1912	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Rollo Beck Expedition to New Guinea collection, 1928-1929 (Department of Ornithology Archives)"		"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"
				1965	Death								
9253-Archives_Orn72.c03		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Rollo Beck Expedition to New Guinea collection, 1928-1929 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9352-Archives_Orn191.r001	n79018677	person	"Audubon, John James, 1785-1851"	1785	Birth						"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"Audubon, John James, 1785-1851"
				1851	Death								
9352-Archives_Orn191.r002	n50030154	person	"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"	1912	Birth						"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"Gilliard, E. Thomas (Ernest Thomas), 1912-1965"
				1965	Death								
9352-Archives_Orn191.r003	n80079563	person	"Audubon, Maria R. (Maria Rebecca), 1843-1925"	1843	Birth						"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"Audubon, Maria R. (Maria Rebecca), 1843-1925"
				1925	Death								
9352-Archives_Orn191.r004		person	"Audubon, Florence"								"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"Audubon, Florence"
9352-Archives_Orn191.r005	n50031664	person	"Grinnell, George Bird, 1849-1938"	1849	Birth						"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"Grinnell, George Bird, 1849-1938"
				1938	Death								
9352-Archives_Orn191.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology collection on Audubon materials, circa 1880s-2007 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9291-Archives_Orn123.c01	n79062876	person	"Thayer, Gerald Handerson, 1883-1939"	1883	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"West Indies - Thayer collection, 1925-1939 (Department of Ornithology Archives)"		"Thayer, Gerald Handerson, 1883-1939"
				1939	Death								
9164-Archives_Orn14.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth		Africa		"American Museum of Natural History. Department of Ornithology. Archives."		"James P. Chapin African bibliography, 1930s-1950s (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9293-Archives_Orn108.c01	n86835100	person	"Stone, A. J. (Andrew Jackson), 1859-1918"	1859	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Stone Alaskan Expeditions collection, 1896-1918 (Department of Ornithology Archives)"		"Stone, A. J. (Andrew Jackson), 1859-1918"
				1918	Death								
9293-Archives_Orn108.r001		corporateBody	"Andrew J. Stone Expedition (3rd : 1903)"								"Stone Alaskan Expeditions collection, 1896-1918 (Department of Ornithology Archives)"		"Andrew J. Stone Expedition (3rd : 1903)"
9290-Archives_Orn122.c01		person	"Watkins, Harry (Ornithologist)"			"Birds -- South America -- Catalogs and collections."			"American Museum of Natural History. Department of Ornithology. Archives."		"Watkins collection, 1916-1920s (Department of Ornithology Archives)"		"Watkins, Harry (Ornithologist)"
9290-Archives_Orn122.c02	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth	"Birds -- South America -- Catalogs and collections."			"American Museum of Natural History. Department of Ornithology. Archives."		"Watkins collection, 1916-1920s (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death								
9342-Archives_Orn154.c01		corporateBody	"Choco Expedition, 1937"						"American Museum of Natural History. Department of Ornithology. Archives."		"Choco Expedition collection, 1937, undated (Department of Ornithology Archives)"		"Choco Expedition (1937)"
9170-Archives_Orn22.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Photography"			"American Museum of Natural History. Department of Ornithology. Archives."		"Bird slides and photographs collection, 1940s-1970s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9377-Archives_Orn215.c01	amnhp_1002155	person	"Vernay, Arthur Stannard, 1877-1960"	1877	Birth	"Birds -- Burma"			"American Museum of Natural History. Department of Ornithology. Archives."		"Burma-Vernay Expedition collection, 1924 (Department of Ornithology Archives)"		"Vernay, Arthur Stannard, 1877-1960"
				1960	Death								
9343-Archives_Orn155.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Collins-Day Expedition collection, 1914-1916 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9343-Archives_Orn155.c02		corporateBody	"Collins-Day Expedition to South America, 1915"						"American Museum of Natural History. Department of Ornithology. Archives."		"Collins-Day Expedition collection, 1914-1916 (Department of Ornithology Archives)"		"Collins-Day Expedition to South America (1915)"
9157-Archives_Orn9.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Department of Ornithology art file, circa 20th century (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9402-Archives_Orn259.c01		person	"Osburn, Pingree I."			"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Pingree I. Osburn collection, 1908-1921 (Department of Ornithology Archives)"		"Osburn, Pingree I."
9402-Archives_Orn259.r001	n93011599	person	"Dwight, Jonathan, 1858-1929"	1858	Birth						"Pingree I. Osburn collection, 1908-1921 (Department of Ornithology Archives)"		"Dwight, Jonathan, 1858-1929"
				1929	Death								
9402-Archives_Orn259.r002	no2014103896	person	"Sanford, L. C. (Leonard Cutler), 1868-1950"	1868	Birth						"Pingree I. Osburn collection, 1908-1921 (Department of Ornithology Archives)"		"Sanford, L. C. (Leonard Cutler), 1868-1950"
				1950	Death								
9402-Archives_Orn259.r003		person	"Peabody, P. B."								"Pingree I. Osburn collection, 1908-1921 (Department of Ornithology Archives)"		"Peabody, P. B."
9402-Archives_Orn259.r004		corporateBody	"Albatross Expedition, 1911"								"Pingree I. Osburn collection, 1908-1921 (Department of Ornithology Archives)"		"Albatross Expedition (1911)"
9304-Archives_Orn118.c01		corporateBody	"Carriker Venezuelan Expedition, 1909-1911"						"American Museum of Natural History. Department of Ornithology. Archives."		"Venezuela Expedition colleciton, 1910-1911, 1989 (Department of Ornithology Archives)"		"Carriker Venezuelan Expedition (1909-1911)"
9304-Archives_Orn118.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Venezuela Expedition colleciton, 1910-1911, 1989 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9305-Archives_Orn119.c01	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Hopwood Chindwin Expedition collection, 1935-1938 (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death								
9305-Archives_Orn119.c02	amnhp_1002155	person	"Vernay, Arthur Stannard, 1877-1960"	1877	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Hopwood Chindwin Expedition collection, 1935-1938 (Department of Ornithology Archives)"		"Vernay, Arthur Stannard, 1877-1960"
				1960	Death								
9305-Archives_Orn119.c03		corporateBody	"Vernay-Hopwood Chindwin Expedition of the American Museum of Natural History, 1943-1935"						"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Hopwood Chindwin Expedition collection, 1935-1938 (Department of Ornithology Archives)"		"Vernay-Hopwood Chindwin Expedition of the American Museum of Natural History (1943-1935)"
9305-Archives_Orn119.c04		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Hopwood Chindwin Expedition collection, 1935-1938 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9368-Archives_Orn199.c01		person	"Buller, Kenneth G."						"American Museum of Natural History. Department of Ornithology. Archives."		"Australia-Buller Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"Buller, Kenneth G."
9368-Archives_Orn199.c02	n78097027	person	"Mayr, Ernst, 1904-2005"	1904	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Australia-Buller Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"Mayr, Ernst, 1904-2005"
				2005	Death								
9368-Archives_Orn199.c03		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Australia-Buller Expedition collection, 1947-1948 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9246-Archives_Orn62.c01	n81055350	person	"Wŏn, Pyŏng-o, 1926-"	1926	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Pyong-Oh Won papers, 1962-1966 (Department of Ornithology Archives)"		"Wŏn, Pyŏng-o, 1926-"
9190-Archives_Orn44.c01	n50031452	person	"Greenewalt, Crawford H., 1902-1993"	1902	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Crawford H. Greenwalt collection, 1950s-1960s (Department of Ornithology Archives)"		"Greenewalt, Crawford H., 1902-1993"
				1993	Death								
9186-Archives_Orn37.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Zimmer generic file, Naumberg generic file, Roosevelt Exp. collecting stations, Berlepsch collection in the American Museum of Natural History, 1901-1940s, undated (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9382-Archives_Orn212.c01		corporateBody	"American Museum of Natural History"						"American Museum of Natural History. Department of Ornithology. Archives."		"Brooklyn Institute collection, 1880-1931 (Department of Ornithology Archives)"		"American Museum of Natural History"
9382-Archives_Orn212.c02		corporateBody	"Brooklyn Institute of Arts and Sciences"						"American Museum of Natural History. Department of Ornithology. Archives."		"Brooklyn Institute collection, 1880-1931 (Department of Ornithology Archives)"		"Brooklyn Institute of Arts and Sciences"
9279-Archives_Orn97.c01	no2014103896	person	"Sanford, L. C. (Leonard Cutler), 1868-1950"	1868	Birth	"Ornithologists -- Correspondence."			"American Museum of Natural History. Department of Ornithology. Archives."		"Leonard C. Sanford collection, 1927-1931 (Department of Ornithology Archives)"		"Sanford, L. C. (Leonard Cutler), 1868-1950"
				1950	Death	"Scientific expeditions"							
9264-Archives_Orn82.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"			"Birds -- Peru"			"American Museum of Natural History. Department of Ornithology. Archives."		"Peru collecting localities, 1919-1920 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9256-Archives_Orn75.c01		person	"Nunn, Gary B."			"Birds -- South America -- Catalogs and collections."			"American Museum of Natural History. Department of Ornithology. Archives."		"Gary B. Nunn catalogue: Chile, 1995 (Department of Ornithology Archives)"		"Nunn, Gary B."
9248-Archives_Orn64.c01		person	"Woodruff, Lewis B."			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Lewis Bartholomew Woodruff collection catalog, 1885-1908 (Department of Ornithology Archives)"		"Woodruff, Lewis B."
9187-Archives_Orn38.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth		"Kivu, Lake (Congo and Rwanda)"		"American Museum of Natural History. Department of Ornithology. Archives."		"Chapin Kivu notes I, II, III file cards, 1930s-1970s, undated (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
9380-Archives_Orn210.c01	n80159063	person	"Bock, Walter Joseph, 1933-"	1933	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Walter Bock field catalog, 1953-1955 (Department of Ornithology Archives)"		"Bock, Walter Joseph, 1933-"
9373-Archives_Orn204.c01	n50006960	person	"Beebe, William, 1877-1962"	1877	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Charles William Beebe collection, 1898-1915 (Department of Ornithology Archives)"		"Beebe, William, 1877-1962"
				1962	Death	"Birds -- Guyana"							
9384-Archives_Orn217.c01		person	"Cane, Parker"				"Great Gull Island (N.Y.)"		"American Museum of Natural History. Department of Ornithology. Archives."		"Parker Cane field notes, 1988-1995 (Department of Ornithology Archives)"		"Cane, Parker"
9173-Archives_Orn24.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Chapman Not Approved' Card Files; Chapman Misc.; Mae P. Smith and Sanford Trust card files, 1970s-1990s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9381-Archives_Orn211.c01	no2012084432	person	"Beck, Rollo Howard, 1870-1950"	1870	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Brewster-Sanford Expedition collection, 1912-1933 (Department of Ornithology Archives)"		"Beck, Rollo Howard, 1870-1950"
				1950	Death								
9381-Archives_Orn211.c02		corporateBody	"Brewster-Sanford Expedition of the American Museum of Natural History, 1912-1917"			"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"Brewster-Sanford Expedition collection, 1912-1933 (Department of Ornithology Archives)"		"Brewster-Sanford Expedition of the American Museum of Natural History (1912-1917)"
9148-Archives_Orn255.c01	no2011080317	person	"Reed, Charles K. (Charles Keller), 1851-1921"	1851	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Charles and Chester Reed collection, 1890s- (Department of Ornithology Archives)"		"Reed, Charles K. (Charles Keller), 1851-1921"
				1921	Death								
9148-Archives_Orn255.c02	n90722836	person	"Reed, Chester A. (Chester Albert), 1876-1912"	1876	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Charles and Chester Reed collection, 1890s- (Department of Ornithology Archives)"		"Reed, Chester A. (Chester Albert), 1876-1912"
				1912	Death								
9148-Archives_Orn255.c03	n87830787	person	"Chapman, Frank M. (Frank Michler), 1864-1945"	1864	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Charles and Chester Reed collection, 1890s- (Department of Ornithology Archives)"		"Chapman, Frank M. (Frank Michler), 1864-1945"
				1945	Death								
9345-Archives_Orn157.c01		person	"Contino, Francisco N."						"American Museum of Natural History. Department of Ornithology. Archives."		"Francisco Contino collection, 1958-1964 (Department of Ornithology Archives)"		"Contino, Francisco N."
9255-Archives_Orn74.c01		corporateBody	"Bartlett-Norcross Expedition, 1933"			"Scientific expeditions -- Arctic regions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Norcross-Bartlett Expedition collection, 1931-1933 (Department of Ornithology Archives)"		"Bartlett-Norcross Expedition (1933)"
9306-Archives_Orn120.r001	amnhp_1002155	person	"Vernay, Arthur Stannard, 1877-1960"	1877	Birth						"Vernay-Cutting Burma Expedition collection, 1938-1940 (Department of Ornithology Archives)"		"Vernay, Arthur Stannard, 1877-1960"
				1960	Death								
9306-Archives_Orn120.c01		corporateBody	"Vernay-Cutting Burma Expedition of the American Museum of Natural History, 1938-1939"						"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Cutting Burma Expedition collection, 1938-1940 (Department of Ornithology Archives)"		"Vernay-Cutting Burma Expedition of the American Museum of Natural History (1938-1939)"
9306-Archives_Orn120.c02		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Vernay-Cutting Burma Expedition collection, 1938-1940 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9268-Archives_Orn89.c01	n2017001202	person	"Cherrie, George Kruck, 1865-1946"	1865	Birth	"Scientific expeditions"			"American Museum of Natural History. Department of Ornithology. Archives."		"Theodore Roosevelt-Rondon Expedition collection, 1913-1916 (Department of Ornithology Archives)"		"Cherrie, George Kruck, 1865-1946"
				1946	Death								
9268-Archives_Orn89.r001	n79027239	person	"Roosevelt, Theodore, 1858-1919"	1858	Birth						"Theodore Roosevelt-Rondon Expedition collection, 1913-1916 (Department of Ornithology Archives)"		"Roosevelt, Theodore, 1858-1919"
				1919	Death								
9268-Archives_Orn89.r002		corporateBody	"Roosevelt-Rondon Scientific Expedition, 1913-1914"								"Theodore Roosevelt-Rondon Expedition collection, 1913-1916 (Department of Ornithology Archives)"		"Roosevelt-Rondon Scientific Expedition (1913-1914)"
9185-Archives_Orn36.c01		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Greenway master bibliography, 1830s-1970s (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9245-Archives_Orn61.c01		person	"Willim, Pedro"						"American Museum of Natural History. Department of Ornithology. Archives."		"Pedro Willim papers, 1939-1944 (Department of Ornithology Archives)"		"Willim, Pedro"
9344-Archives_Orn156.c01	amnhp_1000241	person	"Boyle, Howarth S."						"American Museum of Natural History. Department of Ornithology. Archives."		"Colombian Expeditions collection, 1910-1915 (Department of Ornithology Archives)"		"Boyle, Howarth S."
9344-Archives_Orn156.c02	no2008056909	person	"Miller, Leo E. (Leo Edward), 1887-1952"	1887	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Colombian Expeditions collection, 1910-1915 (Department of Ornithology Archives)"		"Miller, Leo E. (Leo Edward), 1887-1952"
				1952	Death								
9344-Archives_Orn156.c03	n85814889	person	"Allen, Arthur A. (Arthur Augustus), 1885-1964"	1885	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Colombian Expeditions collection, 1910-1915 (Department of Ornithology Archives)"		"Allen, Arthur A. (Arthur Augustus), 1885-1964"
				1964	Death								
9344-Archives_Orn156.c04		corporateBody	"American Museum of Natural History. Department of Ornithology"						"American Museum of Natural History. Department of Ornithology. Archives."		"Colombian Expeditions collection, 1910-1915 (Department of Ornithology Archives)"		"American Museum of Natural History. Department of Ornithology"
9383-Archives_Orn216.c01		person	"Caldwell, Keith"			"Birds -- Kenya"			"American Museum of Natural History. Department of Ornithology. Archives."		"Captain Keith Caldwell bird list, undated (Department of Ornithology Archives)"		"Caldwell, Keith"
9307-Archives_Orn121.c01	n79065496	person	"Vuilleumier, François, 1938-"	1938	Birth				"American Museum of Natural History. Department of Ornithology. Archives."		"Francois Vuilleumier collection, 1962-1987 (Department of Ornithology Archives)"		"Vuilleumier, François, 1938-"
9307-Archives_Orn121.r001	n93079268	person	"Salathé, T. (Tobias)"								"Francois Vuilleumier collection, 1962-1987 (Department of Ornithology Archives)"		"Salathé, T. (Tobias)"
9307-Archives_Orn121.r002		corporateBody	"Expedition to Ecuador, 1964"								"Francois Vuilleumier collection, 1962-1987 (Department of Ornithology Archives)"		"Expedition to Ecuador (1964)"
9307-Archives_Orn121.r003		corporateBody	"Expedition to South America, 1965"								"Francois Vuilleumier collection, 1962-1987 (Department of Ornithology Archives)"		"Expedition to South America (1965)"
9307-Archives_Orn121.r004		corporateBody	"Greenway-Stout-Vuilleumier New Caledonia Expedition, 1978"								"Francois Vuilleumier collection, 1962-1987 (Department of Ornithology Archives)"		"Greenway-Stout-Vuilleumier New Caledonia Expedition (1978)"
9374-Archives_Orn205.c01	n2003094173	person	"Birdseye, Clarence, 1886-1956"	1886	Birth	"Scientific expeditions -- Peru"			"American Museum of Natural History. Department of Ornithology. Archives."		"Birdseye Expedition collection, 1950-1970s (Department of Ornithology Archives)"		"Birdseye, Clarence, 1886-1956"
				1956	Death								
9162-Archives_Orn12.c01	amnhp_1000371	person	"Chapin, James Paul, 1889-1964"	1889	Birth	"Birds -- Catalogs and collections"			"American Museum of Natural History. Department of Ornithology. Archives."		"James P. Chapin species file, circa 1930s-1950s (Department of Ornithology Archives)"		"Chapin, James Paul, 1889-1964"
				1964	Death								
