RD-Source-ID	RD-Type	Title	Date	Language	Extent	Repository	RD-URL	Abstract
9327-Archives_Orn140.xml	ArchivalResource	Madagascar Expedition collection 	1928-1932	English	0.05 Linear Feet; 2 folders and 1 oversized enclosure	Department of Ornithology Archives		Correspondence, map, copy of report by Jean Delacour, Archbold's field notes, Rand list of birds of Madagascar, report on mammals, supply lists
9303-Archives_Orn117.xml	ArchivalResource	Charles Vaurie collection 	1960s-1970s	English	2.35 Linear Feet; 3 manuscript boxes, 2 index card boxes, 1 custom box, 2 loose envelopes, 1 book	Department of Ornithology Archives		Correspondence, notes, data cards, itineraries, photographs related to Tibetan bird specimens; data sheets, correspondence, notes regarding Furnariid monograph; Furnariidae gazetteer; Tibetan gazetteer
9347-Archives_Orn159.xml	ArchivalResource	Crocker Land Expedition collection 	1912-1933	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Correspondence with Donald B. MacMillan
9300-Archives_Orn115.xml	ArchivalResource	Uruguay Expedition list of birds 	1959-1963	English	0.01 Linear Feet; 1 folder	Department of Ornithology Archives		List of birds received from Mammology, September 1963
9298-Archives_Orn113.xml	ArchivalResource	Tyler-Duida Expedition collection 	1928-1930	English	0.07 Linear Feet; 3 folders	Department of Ornithology Archives		Field catalog, correspondence, birds collected at tropical stations (2700 feet and under) in Venezuela by Tyler-Duida Expedition of AMNH
9192-Archives_Orn46.xml	ArchivalResource	Wayne Trimm and Hugh Land "Birds of Guatamala" collection 	undated	English	2.3 Linear Feet	Department of Ornithology Archives		Watercolor and oil prints of &quot;Birds of Guatemala&quot; Collection.
9184-Archives_Orn35.xml	ArchivalResource	Chapin file: maps and localities (PT) 	1904-1966	English	2 Linear Feet	Department of Ornithology Archives		James Paul Chapin's maps (arranged alphabetically) and bibliography (arranged chronologically) pertianing to Old voyages to Congo.
9387-Archives_Orn195.xml	ArchivalResource	Materials from "Plates from Audubon Birds of America" exhibition 	undated	English	2 Linear Feet; paper rolls and flat b/w photographs	Department of Ornithology Archives		B/W photographs, copies of copperplate bird images, paper rolls with drawings, &quot;Plates from Audubon birds of America&quot; exhibition display poster.
9394-Archives_Orn256.xml	ArchivalResource	Dean Amadon 1959 Expedition to Argentina with William Partridge and Donald Eckelberry collection 	1959-1999	English	.42 Linear Feet; 1 manuscript box	Department of Ornithology Archives		Manuscript notes, field notes, index cards, correspondence and photographs.
9346-Archives_Orn158.xml	ArchivalResource	Crocker-Pacific Expeditions collection 	1934-1939	English	2.18 Linear Feet; 2 manuscript boxes and 1 oversize box	Department of Ornithology Archives		Field notes, correspondence, photographs and negatives, lists of photographs and negatives, six oversized folders of sketches, drawings, and maps.
9317-Archives_Orn148.xml	ArchivalResource	R. C. Murphy collection 	circa 1910-1970s	English	8.34 Linear Feet; 2 paige boxes, 4 manuscript boxes 5 oversized encousures and 15 volumes	Department of Ornithology Archives		Biographical information, expedition materials, publications, employment and educational records, photographs, Cold Spring Harbor Whaling Museum materials, newspaper clippings, lectures and talks, bibliographies, manuscripts, field catalog, journals from expeditions in Long Island, Peru, New Zealand, Antarctica, Australia, Bermuda, Caribbean Islands, Venezuela, Bahamas, the Low Country, Pacific coast of Colombia, book on oceanic birds of South America. Murphy petrel manuscript and research includes handwritten and typescript notes relating to the forms and behavior of Petrels on the world's oceans. Includes some photographs in transparent sleeves, drawings, maps, letters from ship's Captain W.F.J. Morzer Bruyns' &quot;Observations of Oceanic Birds&quot; sent to Dr. R. C. Murphy at AMNH.
9386-Archives_Orn219.xml	ArchivalResource	F. G. Carnochan collection 	1934-1935	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		list of F.G. Carnochan collection. Tangahyika Territory, 1934-1935.
9329-Archives_Orn134.xml	ArchivalResource	Lang-Tjader papers 	undated	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Manuscript of observations of birds and birds collected in East Africa
9332-Archives_Orn137.xml	ArchivalResource	Legendre Indo-China Expedition collection 	1931-1932, 1971	English	0.01 Linear Feet; 1 folder	Department of Ornithology Archives		Contains correspondence.
9171-Archives_Orn23.xml	ArchivalResource	Department of Ornithology specimen collections files 	1950s-2003	English	0.75 Linear Feet	Department of Ornithology Archives		This collection contains correspondence, acquistion history and inventories of the specimen collections.
9266-Archives_Orn84.xml	ArchivalResource	Peruvian Littoral Expedition collection 	1919-1920	English	0.05 Linear Feet; 3 folders	Department of Ornithology Archives		Includes a catalog of species, a field journal of Robert Cushman Murphy and a map of the expedition itinerary is found in a separate folder.
9254-Archives_Orn73.xml	ArchivalResource	New Zealand Expedition collection 	1947-1948	English	0.15 Linear Feet; 11 folders	Department of Ornithology Archives		Correspondence, photographs and photographic slides by Robert Cushman Murphy. New Zealand Expedition.
9247-Archives_Orn63.xml	ArchivalResource	Larry L. Wolf papers 	1966-1967	English	0.42 Linear Feet	Department of Ornithology Archives		List of species, catalog, and journal for Wolf's field work in Costa Rica.
9152-Archives_Orn4.xml	ArchivalResource	Lester L. Short papers 	1960s-1980s	English	2.5 Linear Feet	Department of Ornithology Archives		Papers and correspondence pertaining to society meetings of the Pan-African Ornithological Congress, International Council for Bird Preservation, International Ornithological Congress, etc. Also includes hand drawn maps, photographs, field notes, negatives, field notes of St Catherines Island, Georgia (1981-82) department notes.
9257-Archives_Orn76.xml	ArchivalResource	J. T. Nichols collection 	1904-1958	English	1.26 Linear Feet; 3 manuscript boxes	Department of Ornithology Archives		Bibliography, photocopied journals (volumes 1 through 28)
9330-Archives_Orn135.xml	ArchivalResource	George N. Lawrence collection 	1867-1889	English	0.06 Linear Feet; 1 folder	Department of Ornithology Archives		Catalog of collections of birds by George N. Lawrence, one volume
9249-Archives_Orn65.xml	ArchivalResource	Yellowstone Expedition records 	1873-1975	English	0.42 Linear Feet	Department of Ornithology Archives		Correspondence and memorandum created during AMNH expedition to Yellowstone.
9385-Archives_Orn218.xml	ArchivalResource	Cape Verde Island and Azores Expedition collection 	1921-1928	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Typed copy of Correria's notes and list of photographic negatves.
9265-Archives_Orn83.xml	ArchivalResource	Peru, Ecuador, Chile Expedition collection 	1916	English	0.03 Linear Feet; 1 folder	Department of Ornithology Archives		Includes an expense account and a photograph of the camp taken during the Peru, Ecuador, Chile Expedition, 1916.
9401-Archives_Orn257.xml	ArchivalResource	Australia-Butler Expedition collection 	1969-1973	English	1 Linear Foot; 2 boxes and 1 enclosure	Department of Ornithology Archives		Contains field notes and reports, correspondence, publications, relating to collector Butler's work in Australia for the American Museum of Natural History. Field specimen numbers 1-936.
9278-Archives_Orn96.xml	ArchivalResource	R. C. Murphy San Jose Island collection 	1940	English	0.21 Linear Feet; 1 half manuscript box	Department of Ornithology Archives		Notes on the birds of San Jose Island by Robert Cushman Murphy; &quot;Talk at San Jose&quot; by Robert Cushman Murphy; &quot;Vegetation of San Jose Island&quot; - C.O. Erlanson, including photographs.
9191-Archives_Orn45.xml	ArchivalResource	H. Wayne Trimm "Birds of Tikal" collection 	circa 1958	English	1.2 Linear Feet	Department of Ornithology Archives		Pen and ink painted drawings of the &quot;Birds of Tikal&quot; Collection.
9331-Archives_Orn136.xml	ArchivalResource	Lee Garnett Day Expedition collection 	1927-1928	English	0.05 Linear Feet; 2 folders	Department of Ornithology Archives		Bird field catalog compiled by collectors G.H.H. Tate and T.D. Carter, correspondence
9396-Archives_Orn253.xml	ArchivalResource	Thomas Ring Columbia Expedition collection 	1913	English	.05 Linear Feet; 3 folders	Department of Ornithology Archives		Collection three field books, photographs, sketches, correspondence about the collection
9267-Archives_Orn88.xml	ArchivalResource	Rockefeller Foundation specimen collection materials 	1940s	English	0.03 Linear Feet; 1 folder	Department of Ornithology Archives		Catalog and notes
9299-Archives_Orn114.xml	ArchivalResource	Cecil Underwood collection 	1940s	English	0.02 Linear Feet; 1 folder	Department of Ornithology Archives		Notes and sketch map, Cecil Underwoods collecting localities in Honduras, list of birds, envelope of loose labels
9189-Archives_Orn40.xml	ArchivalResource	Belgian Congo species card file I, II, III, IV 	1920s-1960s, undated	English	3.25 Linear Feet	Department of Ornithology Archives		These are published records and notes that were accummulated subsequent to the publication of the relevant volumes of &quot;Birds of the Belgian Congo.&quot; There are also records of bordering regions.
9169-Archives_Orn19.xml	ArchivalResource	Catalogue of anatomical bird material 	1888-2010	English	0.7 Linear Feet	Department of Ornithology Archives		Catalogue of anatomical bird material at the American Museum of Natural History. Entries for each specimen include AMNH number, collector's name, name, date, locality, sex, collector, donor, cross reference, and remarks. The catalogue spans four volumes.
9334-Archives_Orn142.xml	ArchivalResource	Loye Holmes Miller field journal 	1900-1903	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Copy of field journal
9348-Archives_Orn160.xml	ArchivalResource	Dwight collection 	1920s	English	0.07 Linear Feet; 2 folders	Department of Ornithology Archives		List of specimens, duplicates, collecting localities and source of accession
9335-Archives_Orn143.xml	ArchivalResource	Mathews catalog 	undated	English	1 Linear Foot; 2 volumes	Department of Ornithology Archives		Catalog
9363-Archives_Orn152.xml	ArchivalResource	Luis Chiappe collection 	1995	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Importation records, photo copies of field notes, correspondence
9349-Archives_Orn161.xml	ArchivalResource	Ecuador Expeditions collection 	1912-1922	English	0.05 Linear Feet; 2 folders	Department of Ornithology Archives		Correspondence and list of birds, departmental meeting minutes, summary of expenditures
9318-Archives_Orn149.xml	ArchivalResource	Frank M. Chapman collection 	1872-1938, 1973-1977	English	8.33 Linear Feet; 9 manuscript boxes, 8 custom boxes, 16 volumes, 1 oversized enclosure and 1 folder	Department of Ornithology Archives		Field notes, catalogs and note books from locations including Colorado, Florida, Chile, the Caribbean, New York, New Jersey, Pennsylvania, Cuba, Princes Town, Dominica, Yucatan, Bahamas, England, South Carolina, Canada, New Hampshire, Mexico, Colombia, Texas, and Trinidad, correspondence, notebook of Edith Van Buren Chapman, manuscripts, photographs, scrapbooks, monographs, biographical material and diplomas, publications, including signed issues.
9154-Archives_Orn6.xml	ArchivalResource	Department of Ornithology exhibits collection 	1940s-1980s, undated	English	2 Linear Feet	Department of Ornithology Archives		Files on temporary exhibits, bird halls, bird department specimens in other halls, budgets, documents pertaining to construction and display, meeting notes, and photographs.
9174-Archives_Orn25.xml	ArchivalResource	Chapman Award card files 	1950s-1990s	English	2.5 Linear Feet	Department of Ornithology Archives		Card files on research grant awardees. Also contains information on the research paper on grant funded research.
9316-Archives_Orn139.xml	ArchivalResource	Mara McDonald field catalogue and correspondence 	1985-1988	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Field catalogue and correspondence
9309-Archives_Orn101.xml	ArchivalResource	Austin Paul Smith collection 	circa 1930s	English	0.01 Linear Feet; 1 folder	Department of Ornithology Archives		List of collection localities in Costa Rica
9179-Archives_Orn31.xml	ArchivalResource	Biology of Birds Hall panels photograph collection 	undated	English	5 Volumes; 5 binders	Department of Ornithology Archives		Photograph collection in binders documenting the Biology of Birds Hall, negative numbers referenced for each print, documents Biology of Birds Hall, panel numbers 1-125 referenced, pre-1983
9361-Archives_Orn150.xml	ArchivalResource	George K. Cherrie collection 	1894-1925	English	1 Linear Foot; 2.5 manuscript boxes and 1 enclosure	Department of Ornithology Archives		Field notes and catalogs from expeditionary work in Costa Rica, Haiti, the United States, Trinidad, India, the Himalayas and Turkestan, and most prominently in locations across South America, including the Roosevelt-Rondon Expedition, correspondence, itemized packing lists, clippings
9260-Archives_Orn79.xml	ArchivalResource	William Partridge collection 	circa 1950s-1960s	English	0.45 Linear Feet; 1 manuscript box and 1 loose stack of notecards	Department of Ornithology Archives		Notes, maps, lists of specimens, correspondence, and notecards relating to the 1961 Partridge, Humphrey, and Parkes Expedition to northeastern Argentina
9308-Archives_Orn100.xml	ArchivalResource	George B. Sennett collection 	1880-1881, 1958	English	0.08 Linear Feet; 8 folders	Department of Ornithology Archives		Field catalogs, partial list of birds for 1878 from Lower Rio Grande collection of George B. Sennett. The numbers are those of the trip. Erie PA June 30th 1878
9314-Archives_Orn106.xml	ArchivalResource	Steere Expedition collection 	1887-1888, 1985	English	.07 Linear Feet; 2 folders	Department of Ornithology Archives		List of birds and mammals collected by the Steere Expedition to the Philippines, with localities, and brief preliminary descriptions of supposed new species; list of syntypes in AMNH collection, Philippines, compiled by Richard Sloss in 1985
9321-Archives_Orn127.xml	ArchivalResource	James C. Greenway, Jr. collection 	1940s-1960s	English	0.5 Linear Feet; 1 custom box and 1 oversize envelope	Department of Ornithology Archives		Card files on endangered species and extinct species, correspondence and clippings relating to card files, AMNH type specimens for land birds - New World and land birds - Old World and water birds - New and Old World
9161-Archives_Orn50.xml	ArchivalResource	Alex Seidel and Helen Ziska drawings collection 	undated	English	1.34 Linear Feet; 1 oversized box	Department of Ornithology Archives		Maps, diagrams, pen and ink drawings for the &quot;Birds of the Belgian Congo&quot; (Note that volume number is not specified.) Artists: Jas. Chapin, Seidel, Helen Ziska. Also includes Seidel's &quot;Birds of the Southwest Pacifc&quot; drawings.
9320-Archives_Orn126.xml	ArchivalResource	Heinrich Expedition collection 	1930-1956	English	0.04 Linear Feet; 1 folder	Department of Ornithology Archives		Correspondence, list of Heinrich's collection, clipping
9292-Archives_Orn107.xml	ArchivalResource	Stoll-McCracken Expedition field catalog 	1928	English	0.02 Linear Feet; 1 folder	Department of Ornithology Archives		Field catalog from the Stoll-McCracken Expedition to Alaska and Arctic Ocean, compiled by F.L Jacques. 240931-240942, 269931-270044
9270-Archives_Orn91.xml	ArchivalResource	Rothschild collection - O. T. Baron collector papers 	1964	English	0.02 Linear Feet; 1 folder	Department of Ornithology Archives		Research by F. Martin Brown, manuscript and correspondence related to O.T. Baron 1847-1926 including Peru.
9150-Archives_Orn49.xml	ArchivalResource	Francis Lee Jaques drawings collection 	1929, undated	English	1.34 Linear Feet; 1 oversized box	Department of Ornithology Archives		Pen and ink drawings on paper, water color drawings, wash drawing.
9311-Archives_Orn103.xml	ArchivalResource	Neal Smith collection 	1960	English	0.01 Linear Feet; 1 folder	Department of Ornithology Archives		Field notes on gulls in the Northwest Territories, Canada, and map
9165-Archives_Orn15.xml	ArchivalResource	James P. Chapin Congo bibliography 	1930s-1950s	English	1 Linear Foot	Department of Ornithology Archives		This collection is comprised of James Paul Chapin's bibliography files on the Democratic Republic of Congo. One drawer contains files on books solely about Kivu, a region of the Congo. Titles referenced in the files are from the 20th century.
9315-Archives_Orn138.xml	ArchivalResource	Dr. R. Malbrant collection 	1945	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		List of birds received from Dr. Malbrant in 1945; list of collecting localities with map coordinates
9310-Archives_Orn102.xml	ArchivalResource	Herbert H. Smith collection 	1882-1883	English	0.01 Linear Feet; 1 folder	Department of Ornithology Archives		Notes on birds nests in Chapada, Mexico
9273-Archives_Orn94.xml	ArchivalResource	Sage West China Expedition collection 	1934-1935	English	0.12 Linear Feet; 2 folders	Department of Ornithology Archives		List of birds, notes and maps, letter from Dean Sage, catalogs of species, notes by Hugh Birckhead
9362-Archives_Orn151.xml	ArchivalResource	Geoffrey Gill field catalog 	1921	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Field catalog of birds collected in Ecuador.
9333-Archives_Orn141.xml	ArchivalResource	Meng Heinz catalog and correspondence collection 	1984	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Catalog of birds, correspondence
9325-Archives_Orn131.xml	ArchivalResource	Emil Kaempfer collection 	1925-1927	English	1.84 Linear Feet; 2 manuscript boxes and 2 custom boxes	Department of Ornithology Archives		Notes, correspondence, write-ups of collected material, bibliographic lists, Brazilian field notes, bibliography compiled by Naumburg, notes on Caatinga species compiled by K. Duffin for L. Short, Elsie Naumburg's locality cards, Lester L. Shorts Caatinga project, data compiled by Kathleen Duffin
9389-Archives_Orn197.xml	ArchivalResource	Archbold Expeditions collection 	1929-1967	English	0.15 Linear Feet; 3 folders	Department of Ornithology Archives		Correspondence, field catalogs and bird lists.
9296-Archives_Orn111.xml	ArchivalResource	Timor and Sumba Expedition collection 	1932-1956	English	0.03 Linear Feet; 1 folder	Department of Ornithology Archives		List of birds, correspondence, agreement
9198-Archives_Orn1.xml	ArchivalResource	Department of Ornithology history collection 	1888-1986	English	0.5 Linear Feet	Department of Ornithology Archives		Papers and reports relating to the construction of the Whitney Wing. Files pertaining to staff meetings, budgets, department equipment. Ornithology department staff photographs are in plastic sleeves.
9388-Archives_Orn196.xml	ArchivalResource	Joel Asaph Allen papers 	1885-1908	English	3 Linear Feet; 7 manuscript boxes	Department of Ornithology Archives		Correspondence created with the use of letter copying book.
9194-Archives_Orn53.xml	ArchivalResource	Allan Brooks' original Illustrations for Dwight's "Gulls of the World" collection 	1920s	English	2 Linear Feet	Department of Ornithology Archives		Correspondence, a reference list, watercolors, pen and ink drawings, and pencil drawings.
9324-Archives_Orn130.xml	ArchivalResource	Jesurun specimen collection materials 	1890-1893	English	0.05 Linear Feet; 1 oversize envelope	Department of Ornithology Archives		Journal of collection of birds, Wyoming, Spec. nos. 1-480, field notes
9182-Archives_Orn34.xml	ArchivalResource	Chapin file: African Collectors and Travelers 	mid-1800s-1970s	English	1 Linear Foot	Department of Ornithology Archives		Collectors of birds, arranged alphabetically by collector's name. Some correspondence and some photographs.
9155-Archives_Orn7.xml	ArchivalResource	Department of Ornithology gifts and exchanges files 	1920s-2000s	English	2 Linear Feet	Department of Ornithology Archives		This collection is comprised of folders pertaining to exchanges and gifts.
9360-Archives_Orn194.xml	ArchivalResource	Materials on sculptor Mateo Hernandez 	1940s	English	0.21 Linear Feet; 1 box, 1 folder	Department of Ornithology Archives		Correspondence regarding Mateo Hernandez, sculptor.
9392-Archives_Orn234.xml	ArchivalResource	Collection of audio and video recordings of bird songs 	1923-2007	English	0.35 Linear Feet	Department of Ornithology Archives		Vinyl albums (33, 78, 45), audio cassettes-both commercial and non-commercial), compact disc, vhs tapes, and dvds. Also found are misc. publications including Christmas poems, discography of bird recordings, book on bird songs.
9151-Archives_Orn2.xml	ArchivalResource	Department of Ornithology files 	1941-2005	English	1 Linear Foot	Department of Ornithology Archives		This collection includes agreements with publishers, miscellaneous manuscripts, unpublished manuscripts or data on deposit at the AMNH. Catalogs 1-20 by collector.
9379-Archives_Orn209.xml	ArchivalResource	Borneo-Menden collection 	1936-1937	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Field notes, correspondence and bibliography of Borneo birds (1915-1933).
9312-Archives_Orn104.xml	ArchivalResource	Lester L. Short collection 	circa 1940s-1987	English	2 Linear Feet; 4.5 manuscript boxes	Department of Ornithology Archives		Journals, specimen catalogs, field observations, original labels from sprit specimens, field notes from United States: Central NY, Maine, Maryland, Kansas, Oklahoma, Connecticut, Florida, Arizona, California, Colorado, Nevada, Louisiana, Georgia. Mexico, Argentina, Africa, Okinawa Japan, Malaya, India, West Indies,
9172-Archives_Orn51.xml	ArchivalResource	Louis Agassiz Fuertes art collection 	1911-1950s	English	21 Linear Feet	Department of Ornithology Archives		Pen and ink on paper, drawings, humorous drawings, wash drawings, watercolors, oil paintings photographs
9197-Archives_Orn56.xml	ArchivalResource	Bull's birds of New York State ink drawings 	1998	English	0.5 Linear Feet; 1 envelope; 12 x 16 inches	Department of Ornithology Archives		Three ink drawings.
9393-Archives_Orn221.xml	ArchivalResource	James P. Chapin collection 	1908-1964	English	22 Linear Feet; 1 cabinet, 24 manuscript boxes, 5 custom boxes, 3 enclosures, and 11 volumes	Department of Ornithology Archives		James Chapin's personal and professional correspondence, expedition records including field notes and catalogs, photographs, negatives and personal diaries (1918-1964). Includes collected newsclippings, &quot;Birds of the Belgian Congo&quot; Ph.D. thesis and published works, reel to reel tape recordings with transcriptions, address books, date books, lists of Congo birds, original manuscripts, published reviews, articles, talks, papers, notes. Also includes Biographical information, photographs and honorary certificates.
9326-Archives_Orn132.xml	ArchivalResource	Wesley E. Lanyon field note collection 	1951-1981	English	0.42 Linear Feet; 3 binders	Department of Ornithology Archives		Catalog of specimens, field notes from Wisconsin, Arizona, Europe, Central America, Mexico, West Indies, Argentina, Uruguay, Brazil, Venezuela, Curacao, Trinidad and Tobago, Panama, Peru, Surinam, Georgia, Colombia, Bolivia, Ecuador, Galapagos, Long Island, NY,
9378-Archives_Orn208.xml	ArchivalResource	Bolivia-Tate Expedition collection 	1926	English	0.05 Linear Feet; 1 folder	Department of Ornithology Archives		Field notebook and list of biological collecting stations. Specimen numbers 1001-1061
9357-Archives_Orn188.xml	ArchivalResource	Dwight collection card file 	undated	English	0.35 Linear Feet; 1 card box	Department of Ornithology Archives		Card catalog for M.T. Dwight collection.
9313-Archives_Orn105.xml	ArchivalResource	Richard S. Crossin catalogue and journal 	1967	English	.08 Linear Feet; 1 folder	Department of Ornithology Archives		Catalogue and journal, Baja, CA, Mexico, April 1967; Argentina, September 1 - December 12, 1967 with L.L. Short
9166-Archives_Orn16.xml	ArchivalResource	Catalogue of bones of birds in the American Museum of Natural History 	1888-1982	English	0.33 Linear Feet	Department of Ornithology Archives		Catalogue of bird bone specimens at the American Museum of Natural History. Entries for each specimen include museum number, original number, name, sex, date, locality, name of collector, name of donor, character of specimen, and remarks. The catalogue spans one volume.
9181-Archives_Orn33.xml	ArchivalResource	Chapin file: people of special interest 	1940s-1960s	English	1 Linear Foot	Department of Ornithology Archives		Hand written notes on people of special interest from American Museum Congo Expedition, Congo Independent State, and Congo Republic. Includes clippings, correspondence, biographical information, some photographs, including one 3-D photo and film.
9337-Archives_Orn145.xml	ArchivalResource	Waldron De Witt Miller collection 	1890s-1920s	English	6.68 Linear Feet; 16 manuscript boxes	Department of Ornithology Archives		Field notes from Nicaragua including photographs, many handwritten research notes and manuscripts including work on findings of Nicaraguan birds. Journals and notes on birds in the nearby vicinity of Plainfield, New Jersey and East Greenwich, Rhode Island. Also includes a copperplate of woodpeckers.
9158-Archives_Orn10.xml	ArchivalResource	Louis Agassiz Fuertes art collection card index and access photographs 	1950s-1980s	English	2.0 Linear Feet; 2 drawers	Department of Ornithology Archives		This is a card catalog of Louis Aggassiz Fuertes' art collection, including photographs of his paintings of birds, mammals, reptiles, and botanicals.
9251-Archives_Orn71.xml	ArchivalResource	Elsie M.B. Naumburg notes 	1912-1917	English	0.42 Linear Feet; 1 manuscript box	Department of Ornithology Archives		Handwritten notes created by Naumburg on various expeditions in South America
9295-Archives_Orn110.xml	ArchivalResource	Taylor Sudan Expedition collection 	1927	English	0.03 Linear Feet; 2 folders	Department of Ornithology Archives		Letter to Dr. Chapman from H.E. Anthony and a field catalog with packing list. Specimen numbers, 1-462. Possible catalog numbers 260102-260561.
9336-Archives_Orn144.xml	ArchivalResource	Leo E. Miller collection 	1911-1916, 1988	English	0.2 Linear Feet; 3 folders	Department of Ornithology Archives		Correspondence, field notes, memoranda related to expeditions to South America largely with F.M. Chapman, includes maps and photo of Miller.
9263-Archives_Orn87.xml	ArchivalResource	W. B. Richardson collection 	1868-1927, 2009	English	0.42 Linear Feet; 1 manuscript box	Department of Ornithology Archives		Manuscript of Richardson's work, letters, lists of specimens, narrative relating to colleciton activities of Richardson for AMNH, BMNH, and MCZ
9364-Archives_Orn153.xml	ArchivalResource	S. Harmstead Chubb notebooks 	1892-1940	English	0.4 Linear Feet; 1 box, 16 notebooks	Department of Ornithology Archives		Notebooks containing journal entries, bird sighting listings and field notes from observations in New York, New Jersey, Pennsylvania and Connecticut. Some kept by Edith Day Chubb, wife of S. Harmstead Chubb.
9399-Archives_Orn240.xml	ArchivalResource	Murphy lantern slides collection 	circa late 19th century-early 20th century	English	2.75 Linear Feet	Department of Ornithology Archives		Subjects includes maps and charts, maps and specimens, Europe, Mediterrean Cruise, Sea birds, Sperm Whaler, New Zealand slides, Peru, Colombia Expedition, Brewster-Sanford, England, 1932, Whitney Wing, Ecuador, Antarctica, Chile, Falklands, Misc., and the Whitney South Sea Expedition.
9297-Archives_Orn112.xml	ArchivalResource	William Brewster Trinidad Expedition diary 	1894, 1935	English	0.04 Linear Feet; 1 folder	Department of Ornithology Archives		Collection consists of a Diary of William Brewster, and one letter.
